approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
ARL13B,25419,ARL13B,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
ARL6,13210,ARL6,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
ARMC9,20730,ARMC9,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1)",6,TRUE
ATP1A1,799,ATP1A1,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,TRUE
ATP6V0A4,866,ATP6V0A4,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
ATP6V1B1,853,ATP6V1B1,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
ATP6V1C2,18264,ATP6V1C2,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,FALSE
ATXN10,10549,ATXN10,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",3,FALSE
AVP,894,AVP,"Monogenic nephrogenic diabetes insipidus (id=18, version=1.8) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",3,TRUE
AVPR2,897,AVPR2,"Monogenic nephrogenic diabetes insipidus (id=18, version=1.8) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",6,TRUE
B2M,914,B2M,"Renal superpanel - broad (id=902, version=18.1)",1,TRUE
B9D1,24123,B9D1,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",7,TRUE
B9D2,28636,B9D2,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",9,TRUE
BAP1,950,BAP1,"Inherited renal cancer (id=521, version=1.24) | Renal cancer (id=3278, version=0.4)",2,TRUE
BBIP1,28093,BBIP1,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",7,TRUE
BBS1,966,BBS1,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BBS10,26291,BBS10,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BBS12,26648,BBS12,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BBS2,967,BBS2,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BBS4,969,BBS4,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BBS5,970,BBS5,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BBS7,18758,BBS7,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",9,TRUE
BBS9,30000,BBS9,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",15,TRUE
BCS1L,1020,BCS1L,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
BICC1,19351,BICC1,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Nonsyndromic (id=61, version=0.111) | Kidneyome_SuperPanel (id=275, version=8.19)",9,FALSE
BMP4,1071,BMP4,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",9,TRUE
BMP7,1074,BMP7,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Nonsyndromic (id=61, version=0.111) | Kidneyome_SuperPanel (id=275, version=8.19)",5,FALSE
BMPR2,1078,BMPR2,"Renal superpanel - broad (id=902, version=18.1)",1,FALSE
