approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
ALG8,23161,ALG8,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,7,TRUE
ALG9,15672,ALG9,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,7,TRUE
ALMS1,428,ALMS1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,TRUE
ALPL,438,ALPL,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
AMER1,26837,AMER1,centogene_nephrology,1,FALSE
AMN,14604,AMN,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,4,TRUE
ANKFY1,20763,ANKFY1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel,2,TRUE
ANKH,15492,ANKH,centogene_nephrology,1,FALSE
ANKS6,26724,ANKS6,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,TRUE
ANLN,14082,ANLN,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
ANO5,27337,ANO5,centogene_nephrology,1,FALSE
ANOS1,6211,ANOS1,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,7,TRUE
AP2S1,565,AP2S1,centogene_nephrology; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,TRUE
APOA1,600,APOA1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,TRUE
APOC2,609,APOC2,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,TRUE
APOE,613,APOE,cegat_kidney_diseases_genes; mgz_nephrologie; mayocliniclabs_renal_genetics,3,TRUE
APOL1,618,APOL1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
APPL1,24035,APPL1,mgz_nephrologie,1,FALSE
APRT,626,APRT,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
AQP2,634,AQP2,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
ARHGAP24,25361,ARHGAP24,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mvz_nierenerkrankungen; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
ARHGAP31,29216,ARHGAP31,centogene_nephrology,1,FALSE
ARHGDIA,678,ARHGDIA,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
ARL13B,25419,ARL13B,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,TRUE
ARL3,694,ARL3,centogene_nephrology; cegat_kidney_diseases_genes; blueprintgenetics_nephrology,3,TRUE
ARL6,13210,ARL6,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
ARMC5,25781,ARMC5,centogene_nephrology,1,FALSE
ARMC9,20730,ARMC9,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; blueprintgenetics_nephrology,5,TRUE
ARSL,719,ARSL,centogene_nephrology,1,FALSE
ATP1A1,799,ATP1A1,cegat_kidney_diseases_genes,1,FALSE
ATP6V0A4,866,ATP6V0A4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
ATP6V1B1,853,ATP6V1B1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
ATP6V1C2,18264,ATP6V1C2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,FALSE
ATP7B,870,ATP7B,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,TRUE
ATP8B1,3706,ATP8B1,centogene_nephrology,1,FALSE
ATR,882,ATR,centogene_nephrology,1,FALSE
ATXN10,10549,ATXN10,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; blueprintgenetics_nephrology,3,TRUE
AVIL,14188,AVIL,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,FALSE
AVP,894,AVP,cegat_kidney_diseases_genes; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,TRUE
AVPR2,897,AVPR2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,TRUE
B2M,914,B2M,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,TRUE
B9D1,24123,B9D1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,TRUE
B9D2,28636,B9D2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
BAAT,932,BAAT,centogene_nephrology,1,FALSE
BBIP1,28093,BBIP1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,TRUE
BBS1,966,BBS1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS10,26291,BBS10,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS12,26648,BBS12,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS2,967,BBS2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS4,969,BBS4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS5,970,BBS5,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS7,18758,BBS7,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BBS9,30000,BBS9,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
BCS1L,1020,BCS1L,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,TRUE
BICC1,19351,BICC1,centogene_nephrology; cegat_kidney_diseases_genes; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,8,TRUE
BLK,1057,BLK,mgz_nephrologie,1,FALSE
BMP1,1067,BMP1,centogene_nephrology,1,FALSE
BMP4,1071,BMP4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,8,TRUE
BMP7,1074,BMP7,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; mvz_nierenerkrankungen,4,TRUE
BMPR1B,1077,BMPR1B,centogene_nephrology,1,FALSE
BMPR2,1078,BMPR2,natera_renasight_comprehensive_kidney_gene_panel,1,FALSE
BNC2,30988,BNC2,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie,4,TRUE
BRAF,1097,BRAF,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,TRUE
BSCL2,15832,BSCL2,natera_renasight_comprehensive_kidney_gene_panel,1,FALSE
BSND,16512,BSND,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
C1QA,1241,C1QA,cegat_kidney_diseases_genes,1,FALSE
C1QB,1242,C1QB,cegat_kidney_diseases_genes; natera_renasight_comprehensive_kidney_gene_panel,2,TRUE
C1QC,1245,C1QC,cegat_kidney_diseases_genes,1,FALSE
C2,1248,C2,mayocliniclabs_renal_genetics,1,FALSE
C2CD3,24564,C2CD3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,TRUE
C3,1318,C3,cegat_kidney_diseases_genes; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,TRUE
C5,1331,C5,mayocliniclabs_renal_genetics,1,FALSE
C8A,1352,C8A,mayocliniclabs_renal_genetics,1,FALSE
CA2,1373,CA2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
CABP4,1386,CABP4,centogene_nephrology,1,FALSE
CACNA1D,1391,CACNA1D,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics,5,TRUE
CACNA1H,1395,CACNA1H,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,6,TRUE
CANT1,19721,CANT1,centogene_nephrology,1,FALSE
CASP10,1500,CASP10,centogene_nephrology,1,FALSE
CASR,1514,CASR,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
CAV1,1527,CAV1,natera_renasight_comprehensive_kidney_gene_panel,1,FALSE
CBL,1541,CBL,invitae_expanded_renal_disease_panel,1,FALSE
CC2D2A,29253,CC2D2A,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
CCDC103,32700,CCDC103,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CCDC28B,28163,CCDC28B,centogene_nephrology; cegat_kidney_diseases_genes,2,TRUE
CCDC39,25244,CCDC39,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CCDC40,26090,CCDC40,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CCDC65,29937,CCDC65,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CCN6,12771,CCN6,centogene_nephrology,1,FALSE
CCNO,18576,CCNO,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CCNQ,28434,FAM58A,blueprintgenetics_nephrology,1,FALSE
CD151,1630,CD151,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,TRUE
CD2AP,14258,CD2AP,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,TRUE
CD46,6953,CD46 | MCP,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,TRUE
CDC5L,1743,CDC5L,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mvz_nierenerkrankungen; blueprintgenetics_nephrology,4,TRUE
CDC73,16783,CDC73,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,TRUE
CDK20,21420,CDK20,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,FALSE
CDKN1C,1786,CDKN1C,centogene_nephrology; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,TRUE
CEL,1848,CEL,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,2,TRUE
CELSR2,3231,CELSR2,cegat_kidney_diseases_genes,1,FALSE
CENPF,1857,CENPF,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CENPJ,17272,CENPJ,centogene_nephrology,1,FALSE
CEP104,24866,CEP104,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,TRUE
CEP120,26690,CEP120,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
CEP152,29298,CEP152,centogene_nephrology,1,FALSE
CEP164,29182,CEP164,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,TRUE
CEP19,28209,CEP19,cegat_kidney_diseases_genes; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; blueprintgenetics_nephrology,4,TRUE
CEP290,29021,CEP290,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,TRUE
CEP41,12370,CEP41,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,TRUE
CEP55,1161,CEP55,centogene_nephrology; cegat_kidney_diseases_genes; mgz_nephrologie; blueprintgenetics_nephrology,4,TRUE
CEP83,17966,CEP83,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mvz_nierenerkrankungen; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,TRUE
CEP89,25907,CEP89,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel,2,TRUE
CFAP298,1301,CFAP298 | C21ORF59,centogene_nephrology; blueprintgenetics_nephrology,2,TRUE
CFAP300,28188,C11ORF70,blueprintgenetics_nephrology,1,FALSE
CFAP410,1260,CFAP410 | C21orf2 | C21ORF2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; blueprintgenetics_nephrology,3,TRUE
CFAP418,27232,CFAP418 | C8orf37 | C8ORF37,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,TRUE
CFAP53,26530,CFAP53,centogene_nephrology,1,FALSE
CFAP57,26485,CFAP57,blueprintgenetics_nephrology,1,FALSE
CFB,1037,CFB,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,3,TRUE
CFH,4883,CFH,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; mvz_nierenerkrankungen; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,TRUE
CFHR1,4888,CFHR1,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics,2,TRUE
CFHR2,4890,CFHR2,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics,2,TRUE
CFHR3,16980,CFHR3,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics,2,TRUE
CFHR4,16979,CFHR4,cegat_kidney_diseases_genes; mayocliniclabs_renal_genetics,2,TRUE
